slno,year,dtstrict,afso,fps,April_Cards,April_FRice (Kgs),April_Flood Dal (Kgs),April_Flood Onion (Kgs),April_Flood Poil (Kgs),April_Flood Potato (Kgs),April_Flood Rice (Kgs),April_Flood Sugar HK (Kgs),April_Jowar (Kgs),April_RG Dal One kg Pkt (Kgs),April_Raagi (Kgs),April_SUGAR HALF KG (Kgs),April_WM Atta Pkt (Kgs),April_Whole Wheat Atta (Kgs),February_Cards,February_FRice (Kgs),February_Flood Dal (Kgs),February_Flood Onion (Kgs),February_Flood Poil (Kgs),February_Flood Potato (Kgs),February_Flood Rice (Kgs),February_Flood Sugar HK (Kgs),February_Jowar (Kgs),February_RG Dal One kg Pkt (Kgs),February_Raagi (Kgs),February_SUGAR HALF KG (Kgs),February_WM Atta Pkt (Kgs),February_Whole Wheat Atta (Kgs),January_Cards,January_FRice (Kgs),January_Flood Dal (Kgs),January_Flood Onion (Kgs),January_Flood Poil (Kgs),January_Flood Potato (Kgs),January_Flood Rice (Kgs),January_Flood Sugar HK (Kgs),January_Jowar (Kgs),January_RG Dal One kg Pkt (Kgs),January_Raagi (Kgs),January_SUGAR HALF KG (Kgs),January_WM Atta Pkt (Kgs),January_Whole Wheat Atta (Kgs),March_Cards,March_FRice (Kgs),March_Flood Dal (Kgs),March_Flood Onion (Kgs),March_Flood Poil (Kgs),March_Flood Potato (Kgs),March_Flood Rice (Kgs),March_Flood Sugar HK (Kgs),March_Jowar (Kgs),March_RG Dal One kg Pkt (Kgs),March_Raagi (Kgs),March_SUGAR HALF KG (Kgs),March_WM Atta Pkt (Kgs),March_Whole Wheat Atta (Kgs)
77,2026,Annamayya,Chowdepalle,1038016,561,10160.00,0,0,0,0,0,0,0,0,0,629.00,0,0,582,10595.00,0,0,0,0,0,0,0,0,0,651.00,0,0,576,10390.00,0,0,0,0,0,0,0,0,0,611.00,0,0,572,10370.00,0,0,0,0,0,0,0,0,0,629.00,0,0
78,2026,Annamayya,Chowdepalle,1038017,492,8293.00,0,0,0,0,0,0,122.00,0,0,525.00,0,0,500,8439.00,0,0,0,0,0,0,75.00,0,0,534.00,0,0,479,8010.00,0,0,0,0,0,0,225.00,0,0,497.00,0,0,485,8400.00,0,0,0,0,0,0,0,0,0,513.00,0,0
79,2026,Annamayya,Chowdepalle,1038018,488,8395.00,0,0,0,0,0,0,0,0,0,516.00,0,0,493,8495.00,0,0,0,0,0,0,0,0,0,521.00,0,0,483,8400.00,0,0,0,0,0,0,0,0,0,520.00,0,0,481,8275.00,0,0,0,0,0,0,0,0,0,56.00,0,0
80,2026,Annamayya,Chowdepalle,1038019,263,4481.00,0,0,0,0,0,0,296.00,0,0,299.00,0,0,259,4584.00,0,0,0,0,0,0,0,0,189.00,296.00,0,0,267,4564.00,0,0,0,0,0,0,337.00,0,0,304.00,0,0,270,4879.00,0,0,0,0,0,0,0,0,11.00,307.00,0,0
81,2026,Annamayya,Chowdepalle,1038020,409,6475.00,0,0,0,0,0,0,0,0,0,431.00,0,0,410,6283.00,0,0,0,0,0,0,107.00,0,174.00,433.00,0,0,409,6492.00,0,0,0,0,0,0,93.00,0,0,432.00,0,0,402,6356.00,0,0,0,0,0,0,98.00,0,26.00,399.00,0,0
82,2026,Annamayya,Chowdepalle,1038021,263,4695.00,0,0,0,0,0,0,0,0,0,272.00,0,0,253,4620.00,0,0,0,0,0,0,0,0,0,293.00,0,0,266,4236.00,0,0,0,0,0,0,300.00,0,299.00,306.00,0,0,258,4405.00,0,0,0,0,0,0,300.00,0,0,58.00,0,0
83,2026,Annamayya,Chowdepalle,1038022,243,4310.00,0,0,0,0,0,0,300.00,0,0,3.00,0,0,228,4400.00,0,0,0,0,0,0,0,0,0,265.00,0,0,236,4343.00,0,0,0,0,0,0,200.00,0,0,273.00,0,0,264,4780.00,0,0,0,0,0,0,300.00,0,0,306.00,0,0
84,2026,Annamayya,Chowdepalle,1038023,211,3524.00,0,0,0,0,0,0,27.00,0,0,0,0,0,213,3540.00,0,0,0,0,0,0,0,0,0,91.00,0,0,235,3867.00,0,0,0,0,0,0,208.00,0,0,249.00,0,0,221,3745.00,0,0,0,0,0,0,0,0,0,150.00,0,0
85,2026,Annamayya,Chowdepalle,1038024,232,3420.00,0,0,0,0,0,0,418.00,0,0,255.00,0,0,224,3674.00,0,0,0,0,0,0,0,0,46.00,246.00,0,0,233,3540.00,0,0,0,0,0,0,0,0,354.00,254.00,0,0,226,3633.00,0,0,0,0,0,0,82.00,0,0,247.00,0,0
86,2026,Annamayya,Chowdepalle,1038025,503,8184.00,0,0,0,0,0,0,131.00,0,0,499.00,0,0,514,8460.00,0,0,0,0,0,0,0,0,0,540.00,0,0,493,8140.00,0,0,0,0,0,0,0,0,0,451.00,0,0,502,8250.00,0,0,0,0,0,0,0,0,0,529.00,0,0
87,2026,Annamayya,Chowdepalle,1038026,225,3607.00,0,0,0,0,0,0,153.00,0,0,235.00,0,0,242,4146.00,0,0,0,0,0,0,54.00,0,12.00,246.00,0,0,224,3597.00,0,0,0,0,0,0,124.00,0,9.00,238.00,0,0,242,3989.00,0,0,0,0,0,0,146.00,0,0,86.00,0,0
88,2026,Annamayya,Chowdepalle,1038027,322,5550.00,0,0,0,0,0,0,60.00,0,0,344.00,0,0,287,4950.00,0,0,0,0,0,0,0,0,0,306.00,0,0,343,5487.00,0,0,0,0,0,0,300.00,0,0,367.00,0,0,331,5680.00,0,0,0,0,0,0,42.00,0,0,116.00,0,0
89,2026,Annamayya,Chowdepalle,1038028,566,9987.00,0,0,0,0,0,0,400.00,0,0,616.00,0,0,494,9385.00,0,0,0,0,0,0,0,0,0,560.00,0,0,514,9670.00,0,0,0,0,0,0,0,0,0,567.00,0,0,531,9640.00,0,0,0,0,0,0,400.00,0,0,598.00,0,0
90,2026,Annamayya,Chowdepalle,1038029,613,11639.00,0,0,0,0,0,0,500.00,0,0,687.00,0,0,638,12470.00,0,0,0,0,0,0,0,0,0,709.00,0,0,601,11875.00,0,0,0,0,0,0,0,0,0,665.00,0,0,623,12385.00,0,0,0,0,0,0,0,0,0,694.00,0,0
91,2026,Annamayya,Chowdepalle,1038030,561,10002.00,0,0,0,0,0,0,375.00,0,14.00,626.00,0,0,569,9963.00,0,0,0,0,0,0,102.00,0,472.00,634.00,0,0,545,9706.00,0,0,0,0,0,0,388.00,0,0,609.00,0,0,545,9812.00,0,0,0,0,0,0,329.00,0,14.00,613.00,0,0
92,2026,Annamayya,Chowdepalle,1038031,364,5340.00,0,0,0,0,0,0,300.00,0,0,383.00,0,0,348,5465.00,0,0,0,0,0,0,0,0,0,368.00,0,0,372,5503.00,0,0,0,0,0,0,300.00,0,0,387.00,0,0,348,5415.00,0,0,0,0,0,0,0,0,0,365.00,0,0
93,2026,Annamayya,Chowdepalle,1038032,426,7243.00,0,0,0,0,0,0,379.00,0,0,444.00,0,0,402,7130.00,0,0,0,0,0,0,0,0,0,433.00,0,0,390,6586.00,0,0,0,0,0,0,300.00,0,0,418.00,0,0,398,6410.00,0,0,0,0,0,0,780.00,0,0,429.00,0,0
94,2026,Annamayya,Chowdepalle,1038033,91,1850.00,0,0,0,0,0,0,0,0,0,109.00,0,0,104,2090.00,0,0,0,0,0,0,0,0,0,104.00,0,0,88,1640.00,0,0,0,0,0,0,100.00,0,0,87.00,0,0,99,1990.00,0,0,0,0,0,0,0,0,0,98.00,0,0
95,2026,Annamayya,Galiveedu,1150001,587,9259.00,0,0,0,0,0,0,1063.00,0,0,141.00,0,0,608,10650.00,0,0,0,0,0,0,0,0,0,656.00,0,0,610,10325.00,0,0,0,0,0,0,0,0,300.00,658.00,0,0,561,9840.00,0,0,0,0,0,0,0,0,0,606.00,0,0
96,2026,Annamayya,Galiveedu,1150002,117,1696.00,0,0,0,0,0,0,201.00,0,0,130.00,0,0,117,1639.00,0,0,0,0,0,0,0,0,198.00,126.00,0,0,119,1734.00,0,0,0,0,0,0,99.00,0,0,120.00,0,0,119,1688.00,0,0,0,0,0,0,0,0,201.00,126.00,0,0
97,2026,Annamayya,Galiveedu,1150003,310,4837.00,0,0,0,0,0,0,0,0,38.00,331.00,0,0,314,4726.00,0,0,0,0,0,0,0,0,209.00,336.00,0,0,332,5040.00,0,0,0,0,0,0,200.00,0,0,355.00,0,0,317,4745.00,0,0,0,0,0,0,0,0,210.00,338.00,0,0
98,2026,Annamayya,Galiveedu,1150004,249,4210.00,0,0,0,0,0,0,500.00,0,0,302.00,0,0,238,4065.00,0,0,0,0,0,0,0,0,400.00,288.00,0,0,241,4420.00,0,0,0,0,0,0,100.00,0,0,287.00,0,0,251,4243.00,0,0,0,0,0,0,0,0,500.00,305.00,0,0
99,2026,Annamayya,Galiveedu,1150005,266,4395.00,0,0,0,0,0,0,0,0,0,290.00,0,0,271,3962.00,0,0,0,0,0,0,69.00,0,400.00,289.00,0,0,264,4105.00,0,0,0,0,0,0,234.00,0,0,287.00,0,0,266,4097.00,0,0,0,0,0,0,0,0,300.00,288.00,0,0
100,2026,Annamayya,Galiveedu,1150006,238,3657.00,0,0,0,0,0,0,253.00,0,30.00,250.00,0,0,249,3766.00,0,0,0,0,0,0,0,0,428.00,231.00,0,0,247,3586.00,0,0,0,0,0,0,399.00,0,0,253.00,0,0,241,3826.00,0,0,0,0,0,0,0,0,225.00,0,0,0
101,2026,Annamayya,Galiveedu,1150007,191,3361.00,0,0,0,0,0,0,116.00,0,3.00,187.00,0,0,200,3495.00,0,0,0,0,0,0,9.00,0,90.00,220.00,0,0,210,3571.00,0,0,0,0,0,0,179.00,0,0,227.00,0,0,200,3590.00,0,0,0,0,0,0,0,0,0,94.00,0,0
102,2026,Annamayya,Galiveedu,1150008,239,3389.00,0,0,0,0,0,0,261.00,0,0,253.00,0,0,254,3840.00,0,0,0,0,0,0,0,0,0,262.00,0,0,261,3768.00,0,0,0,0,0,0,200.00,0,0,274.00,0,0,228,3610.00,0,0,0,0,0,0,0,0,0,241.00,0,0
103,2026,Annamayya,Galiveedu,1150009,408,6980.00,0,0,0,0,0,0,0,0,0,471.00,0,0,428,7240.00,0,0,0,0,0,0,0,0,0,488.00,0,0,418,7150.00,0,0,0,0,0,0,0,0,0,479.00,0,0,395,6790.00,0,0,0,0,0,0,0,0,0,454.00,0,0
104,2026,Annamayya,Galiveedu,1150010,470,7724.00,0,0,0,0,0,0,0,0,0,496.00,0,0,461,7715.00,0,0,0,0,0,0,0,0,0,476.00,0,0,478,7815.00,0,0,0,0,0,0,0,0,0,491.00,0,0,447,7435.00,0,0,0,0,0,0,0,0,0,463.00,0,0
105,2026,Annamayya,Galiveedu,1150011,160,2655.00,0,0,0,0,0,0,0,0,0,174.00,0,0,167,2904.00,0,0,0,0,0,0,0,0,36.00,185.00,0,0,163,2813.00,0,0,0,0,0,0,3.00,0,54.00,175.00,0,0,167,2910.00,0,0,0,0,0,0,0,0,0,182.00,0,0
106,2026,Annamayya,Galiveedu,1150012,361,5870.00,0,0,0,0,0,0,0,0,0,375.00,0,0,342,5725.00,0,0,0,0,0,0,0,0,0,362.00,0,0,364,5995.00,0,0,0,0,0,0,0,0,0,359.00,0,0,343,5705.00,0,0,0,0,0,0,0,0,0,369.00,0,0
107,2026,Annamayya,Galiveedu,1150013,497,7924.00,0,0,0,0,0,0,351.00,0,0,543.00,0,0,524,8765.00,0,0,0,0,0,0,0,0,0,521.00,0,0,500,7855.00,0,0,0,0,0,0,0,0,300.00,515.00,0,0,466,7905.00,0,0,0,0,0,0,0,0,0,513.00,0,0
108,2026,Annamayya,Galiveedu,1150014,259,6245.00,0,0,0,0,0,0,0,0,0,0,0,0,255,6180.00,0,0,0,0,0,0,0,0,0,0,0,0,274,6460.00,0,0,0,0,0,0,0,0,0,251.00,0,0,262,6180.00,0,0,0,0,0,0,0,0,0,254.00,0,0
109,2026,Annamayya,Galiveedu,1150015,300,4861.00,0,0,0,0,0,0,0,0,0,323.00,0,0,298,4920.00,0,0,0,0,0,0,0,0,0,318.00,0,0,292,4815.00,0,0,0,0,0,0,0,0,0,308.00,0,0,284,4685.00,0,0,0,0,0,0,0,0,0,303.00,0,0
110,2026,Annamayya,Galiveedu,1150016,466,8255.00,0,0,0,0,0,0,0,0,0,510.00,0,0,466,8420.00,0,0,0,0,0,0,0,0,0,510.00,0,0,467,8395.00,0,0,0,0,0,0,0,0,0,509.00,0,0,457,8280.00,0,0,0,0,0,0,0,0,0,500.00,0,0
111,2026,Annamayya,Galiveedu,1150017,183,3260.00,0,0,0,0,0,0,0,0,0,200.00,0,0,182,3250.00,0,0,0,0,0,0,0,0,3.00,193.00,0,0,208,3063.00,0,0,0,0,0,0,0,0,268.00,204.00,0,0,191,3425.00,0,0,0,0,0,0,0,0,0,207.00,0,0
112,2026,Annamayya,Galiveedu,1150018,301,4570.00,0,0,0,0,0,0,0,0,0,327.00,0,0,296,4355.00,0,0,0,0,0,0,75.00,0,0,321.00,0,0,554,4205.00,0,0,0,0,0,0,0,0,384.00,327.00,0,0,295,4385.00,0,0,0,0,0,0,0,0,0,319.00,0,0
113,2026,Annamayya,Galiveedu,1150020,561,8372.00,0,0,0,0,0,0,114.00,0,279.00,623.00,0,0,562,8488.00,0,0,0,0,0,0,307.00,0,3.00,566.00,0,0,1061,8279.00,0,0,0,0,0,0,363.00,0,183.00,619.00,0,0,568,8564.00,0,0,0,0,0,0,3.00,0,242.00,621.00,0,0
114,2026,Annamayya,Galiveedu,1150021,249,4140.00,0,0,0,0,0,0,215.00,0,58.00,273.00,0,0,247,4314.00,0,0,0,0,0,0,61.00,0,60.00,266.00,0,0,256,4126.00,0,0,0,0,0,0,285.00,0,91.00,253.00,0,0,245,4359.00,0,0,0,0,0,0,0,0,53.00,265.00,0,0
115,2026,Annamayya,Galiveedu,1150022,197,3188.00,0,0,0,0,0,0,144.00,0,3.00,231.00,0,0,200,3003.00,0,0,0,0,0,0,12.00,0,356.00,230.00,0,0,198,3176.00,0,0,0,0,0,0,3.00,0,198.00,232.00,0,0,195,3359.00,0,0,0,0,0,0,0,0,6.00,227.00,0,0
116,2026,Annamayya,Galiveedu,1150023,506,8395.00,0,0,0,0,0,0,168.00,0,88.00,539.00,0,0,433,7423.00,0,0,0,0,0,0,0,0,51.00,466.00,0,0,450,7730.00,0,0,0,0,0,0,0,0,85.00,483.00,0,0,439,7663.00,0,0,0,0,0,0,0,0,45.00,474.00,0,0
117,2026,Annamayya,Galiveedu,1150024,416,6160.00,0,0,0,0,0,0,260.00,0,9.00,422.00,0,0,412,6205.00,0,0,0,0,0,0,18.00,0,96.00,424.00,0,0,412,6161.00,0,0,0,0,0,0,8.00,0,338.00,424.00,0,0,405,6200.00,0,0,0,0,0,0,9.00,0,35.00,424.00,0,0
118,2026,Annamayya,Galiveedu,1150025,131,2075.00,0,0,0,0,0,0,0,0,0,145.00,0,0,129,1778.00,0,0,0,0,0,0,86.00,0,61.00,125.00,0,0,140,1936.00,0,0,0,0,0,0,79.00,0,102.00,149.00,0,0,144,1923.00,0,0,0,0,0,0,12.00,0,123.00,75.00,0,0
119,2026,Annamayya,Galiveedu,1150026,356,7575.00,0,0,0,0,0,0,0,0,0,469.00,18.00,0,355,7464.00,0,0,0,0,0,0,0,0,0,465.00,0,0,362,7524.00,0,0,0,0,0,0,0,0,0,468.00,0,0,340,7260.00,0,0,0,0,0,0,0,0,0,447.00,0,0
120,2026,Annamayya,Galiveedu,1150027,268,4016.00,0,0,0,0,0,0,302.00,0,0,295.00,0,0,258,3805.00,0,0,0,0,0,0,0,0,300.00,281.00,0,0,280,4370.00,0,0,0,0,0,0,195.00,0,0,311.00,0,0,246,3822.00,0,0,0,0,0,0,3.00,0,200.00,273.00,0,0
121,2026,Annamayya,Galiveedu,1150028,413,6931.00,0,0,0,0,0,0,29.00,0,0,451.00,0,0,419,7004.00,0,0,0,0,0,0,3.00,0,3.00,458.00,0,0,438,7172.00,0,0,0,0,0,0,9.00,0,24.00,474.00,0,0,422,7080.00,0,0,0,0,0,0,0,0,0,463.00,0,0
122,2026,Annamayya,Galiveedu,1150029,253,3766.00,0,0,0,0,0,0,499.00,0,0,270.00,0,0,261,4575.00,0,0,0,0,0,0,0,0,0,281.00,0,0,262,4575.00,0,0,0,0,0,0,0,0,96.00,284.00,0,0,220,3824.00,0,0,0,0,0,0,0,0,0,236.00,0,0
123,2026,Annamayya,Galiveedu,1150030,329,4887.00,0,0,0,0,0,0,271.00,0,61.00,347.00,0,0,325,5117.00,0,0,0,0,0,0,177.00,0,9.00,342.00,0,0,350,5296.00,0,0,0,0,0,0,111.00,0,77.00,365.00,0,0,318,5150.00,0,0,0,0,0,0,0,0,0,331.00,0,0
124,2026,Annamayya,Galiveedu,1150031,393,6075.00,0,0,0,0,0,0,595.00,0,0,386.00,0,0,361,6125.00,0,0,0,0,0,0,0,0,0,300.00,0,0,366,6125.00,0,0,0,0,0,0,0,0,100.00,388.00,0,0,362,6125.00,0,0,0,0,0,0,0,0,0,380.00,0,0
125,2026,Annamayya,Galiveedu,1150032,1492,23005.00,0,0,0,0,0,0,2037.00,0,0,1466.00,0,0,1603,25980.00,0,0,0,0,0,0,0,0,993.00,1471.00,0,0,1506,23115.00,0,0,0,0,0,0,0,0,2007.00,1471.00,0,0,1540,25915.00,0,0,0,0,0,0,0,0,0,1471.00,0,0
126,2026,Annamayya,Galiveedu,1150033,537,9091.00,0,0,0,0,0,0,700.00,0,0,552.00,0,0,521,9375.00,0,0,0,0,0,0,0,0,0,552.00,0,0,557,9375.00,0,0,0,0,0,0,0,0,800.00,553.00,0,0,512,9305.00,0,0,0,0,0,0,0,0,0,541.00,0,0
127,2026,Annamayya,Galiveedu,1150034,623,10147.00,0,0,0,0,0,0,1000.00,0,0,673.00,0,0,600,10770.00,0,0,0,0,0,0,0,0,0,647.00,0,0,630,10655.00,0,0,0,0,0,0,0,0,500.00,677.00,0,0,588,10755.00,0,0,0,0,0,0,0,0,0,636.00,0,0
128,2026,Annamayya,Galiveedu,1150035,339,6205.00,0,0,0,0,0,0,0,0,0,380.00,0,0,335,6060.00,0,0,0,0,0,0,0,0,0,377.00,0,0,360,6039.00,0,0,0,0,0,0,0,0,401.00,401.00,0,0,346,6205.00,0,0,0,0,0,0,0,0,0,386.00,0,0
129,2026,Annamayya,Galiveedu,1150036,346,5935.00,0,0,0,0,0,0,0,0,0,392.00,0,0,346,5980.00,0,0,0,0,0,0,0,0,0,392.00,0,0,358,5955.00,0,0,0,0,0,0,0,0,200.00,402.00,0,0,343,5985.00,0,0,0,0,0,0,0,0,0,387.00,0,0
130,2026,Annamayya,Galiveedu,1150037,229,3760.00,0,0,0,0,0,0,0,0,0,251.00,0,0,197,3170.00,0,0,0,0,0,0,0,0,100.00,217.00,0,0,211,3560.00,0,0,0,0,0,0,0,0,0,234.00,0,0,220,3705.00,0,0,0,0,0,0,0,0,0,245.00,0,0
131,2026,Annamayya,Galiveedu,1150038,301,4433.00,0,0,0,0,0,0,300.00,0,0,314.00,0,0,314,4640.00,0,0,0,0,0,0,0,0,300.00,327.00,0,0,321,5045.00,0,0,0,0,0,0,0,0,0,330.00,0,0,313,4870.00,0,0,0,0,0,0,0,0,0,317.00,0,0
132,2026,Annamayya,Galiveedu,1150039,493,6860.00,0,0,0,0,0,0,0,0,0,505.00,0,0,503,6965.00,0,0,0,0,0,0,0,0,0,514.00,0,0,510,7015.00,0,0,0,0,0,0,0,0,0,522.00,0,0,498,6980.00,0,0,0,0,0,0,0,0,0,511.00,0,0
133,2026,Annamayya,Gurramkonda,1007001,934,16270.00,0,0,0,0,0,0,0,0,0,964.00,0,0,879,14213.00,0,0,0,0,0,0,500.00,0,510.00,892.00,0,0,969,15005.00,0,0,0,0,0,0,1000.00,0,765.00,1001.00,0,0,896,15610.00,0,0,0,0,0,0,0,0,0,924.00,0,0
134,2026,Annamayya,Gurramkonda,1007002,823,14286.00,0,0,0,0,0,0,0,0,0,868.00,0,0,875,14200.00,0,0,0,0,0,0,872.00,0,220.00,870.00,0,0,841,13438.00,0,0,0,0,0,0,0,0,1021.00,870.00,0,0,836,14370.00,0,0,0,0,0,0,10.00,0,10.00,870.00,0,0
135,2026,Annamayya,Gurramkonda,1007003,818,14254.00,0,0,0,0,0,0,31.00,0,0,847.00,0,0,820,13933.00,0,0,0,0,0,0,595.00,0,44.00,843.00,0,0,799,13576.00,0,0,0,0,0,0,4.00,0,611.00,819.00,0,0,808,14302.00,0,0,0,0,0,0,83.00,0,0,834.00,0,0
136,2026,Annamayya,Gurramkonda,1007004,312,4961.00,0,0,0,0,0,0,123.00,0,139.00,328.00,0,0,306,4277.00,0,0,0,0,0,0,200.00,0,506.00,312.00,0,0,298,4263.00,0,0,0,0,0,0,200.00,0,357.00,311.00,0,0,314,4915.00,0,0,0,0,0,0,156.00,0,4.00,293.00,0,0
137,2026,Annamayya,Gurramkonda,1007005,276,4975.00,0,0,0,0,0,0,0,0,0,297.00,0,0,279,4995.00,0,0,0,0,0,0,0,0,0,300.00,0,0,284,4999.00,0,0,0,0,0,0,0,0,204.00,306.00,0,0,275,4995.00,0,0,0,0,0,0,0,0,0,296.00,0,0
138,2026,Annamayya,Gurramkonda,1007006,237,3515.00,0,0,0,0,0,0,0,0,0,243.00,0,0,247,3540.00,0,0,0,0,0,0,250.00,0,0,253.00,0,0,257,3540.00,0,0,0,0,0,0,150.00,0,153.00,224.00,0,0,248,3540.00,0,0,0,0,0,0,300.00,0,0,256.00,0,0
139,2026,Annamayya,Gurramkonda,1007007,156,2616.00,0,0,0,0,0,0,44.00,0,0,50.00,0,0,165,2634.00,0,0,0,0,0,0,102.00,0,46.00,62.00,0,0,172,2663.00,0,0,0,0,0,0,97.00,0,155.00,187.00,0,0,159,2648.00,0,0,0,0,0,0,57.00,0,0,54.00,0,0
140,2026,Annamayya,Gurramkonda,1007008,191,3000.00,0,0,0,0,0,0,0,0,0,204.00,0,0,181,2870.00,0,0,0,0,0,0,0,0,0,185.00,0,0,184,2654.00,0,0,0,0,0,0,100.00,0,108.00,194.00,0,0,177,2810.00,0,0,0,0,0,0,0,0,0,188.00,0,0
141,2026,Annamayya,Gurramkonda,1007009,210,3485.00,0,0,0,0,0,0,0,0,0,232.00,0,0,216,3610.00,0,0,0,0,0,0,0,0,0,146.00,0,0,222,3338.00,0,0,0,0,0,0,100.00,0,153.00,229.00,0,0,300,3725.00,0,0,0,0,0,0,0,0,0,162.00,0,0
142,2026,Annamayya,Gurramkonda,1007010,269,4560.00,0,0,0,0,0,0,0,0,0,284.00,0,0,274,4635.00,0,0,0,0,0,0,0,0,0,289.00,0,0,277,4204.00,0,0,0,0,0,0,200.00,0,204.00,286.00,0,0,289,4880.00,0,0,0,0,0,0,0,0,0,313.00,0,0
143,2026,Annamayya,Gurramkonda,1007011,178,2864.00,0,0,0,0,0,0,1.00,0,0,180.00,0,0,179,2751.00,0,0,0,0,0,0,99.00,0,0,183.00,0,0,185,2466.00,0,0,0,0,0,0,200.00,0,204.00,189.00,0,0,183,2935.00,0,0,0,0,0,0,0,0,0,181.00,0,0
144,2026,Annamayya,Gurramkonda,1007012,268,4220.00,0,0,0,0,0,0,0,0,0,286.00,0,0,286,4173.00,0,0,0,0,0,0,0,0,342.00,210.00,0,0,280,4097.00,0,0,0,0,0,0,0,0,373.00,303.00,0,0,275,4255.00,0,0,0,0,0,0,0,0,0,184.00,0,0
145,2026,Annamayya,Gurramkonda,1007013,306,5181.00,0,0,0,0,0,0,24.00,0,0,339.00,0,0,218,3384.00,0,0,0,0,0,0,112.00,0,194.00,232.00,0,0,289,4098.00,0,0,0,0,0,0,200.00,0,392.00,250.00,0,0,334,5650.00,0,0,0,0,0,0,63.00,0,77.00,367.00,0,0
146,2026,Annamayya,Gurramkonda,1007014,353,6040.00,0,0,0,0,0,0,0,0,0,390.00,0,0,389,6060.00,0,0,0,0,0,0,253.00,0,177.00,401.00,0,0,336,5148.00,0,0,0,0,0,0,200.00,0,412.00,369.00,0,0,343,5725.00,0,0,0,0,0,0,47.00,0,23.00,369.00,0,0
147,2026,Annamayya,Gurramkonda,1007015,373,5865.00,0,0,0,0,0,0,0,0,0,390.00,0,0,411,6030.00,0,0,0,0,0,0,250.00,0,255.00,433.00,0,0,402,6022.00,0,0,0,0,0,0,0,0,408.00,430.00,0,0,384,6040.00,0,0,0,0,0,0,0,0,0,404.00,0,0
148,2026,Annamayya,Gurramkonda,1007016,298,4855.00,0,0,0,0,0,0,0,0,0,296.00,0,0,304,4843.00,0,0,0,0,0,0,87.00,0,0,202.00,0,0,319,4526.00,0,0,0,0,0,0,313.00,0,306.00,333.00,0,0,311,5035.00,0,0,0,0,0,0,0,0,0,325.00,0,0
149,2026,Annamayya,Gurramkonda,1007017,367,5765.00,0,0,0,0,0,0,0,0,0,392.00,0,0,333,4792.00,0,0,0,0,0,0,248.00,0,255.00,287.00,0,0,340,4497.00,0,0,0,0,0,0,489.00,0,408.00,337.00,0,0,333,5317.00,0,0,0,0,0,0,13.00,0,0,357.00,0,0
150,2026,Annamayya,Gurramkonda,1007018,148,2165.00,0,0,0,0,0,0,0,0,0,156.00,0,0,142,1891.00,0,0,0,0,0,0,200.00,0,21.00,141.00,0,0,134,1749.00,0,0,0,0,0,0,150.00,0,89.00,30.00,0,0,134,1985.00,0,0,0,0,0,0,0,0,0,140.00,0,0
151,2026,Annamayya,Gurramkonda,1007019,174,2855.00,0,0,0,0,0,0,0,0,0,195.00,0,0,183,2753.00,0,0,0,0,0,0,172.00,0,64.00,204.00,0,0,189,2724.00,0,0,0,0,0,0,200.00,0,140.00,209.00,0,0,202,3097.00,0,0,0,0,0,0,28.00,0,0,188.00,0,0
152,2026,Annamayya,Gurramkonda,1007020,300,5035.00,0,0,0,0,0,0,0,0,0,319.00,0,0,285,4565.00,0,0,0,0,0,0,200.00,0,0,305.00,0,0,280,4536.00,0,0,0,0,0,0,0,0,204.00,300.00,0,0,280,4715.00,0,0,0,0,0,0,0,0,0,283.00,0,0
153,2026,Annamayya,Gurramkonda,1007021,284,5080.00,0,0,0,0,0,0,0,0,0,304.00,0,0,289,5051.00,0,0,0,0,0,0,172.00,0,3.00,304.00,0,0,284,4924.00,0,0,0,0,0,0,0,0,209.00,305.00,0,0,270,4784.00,0,0,0,0,0,0,28.00,0,51.00,289.00,0,0
154,2026,Annamayya,Gurramkonda,1007022,170,2680.00,0,0,0,0,0,0,0,0,0,187.00,0,0,166,2459.00,0,0,0,0,0,0,100.00,0,0,178.00,0,0,173,2695.00,0,0,0,0,0,0,0,0,0,184.00,0,0,171,2685.00,0,0,0,0,0,0,0,0,0,184.00,0,0
155,2026,Annamayya,Gurramkonda,1007023,119,1940.00,0,0,0,0,0,0,0,0,0,104.00,0,0,112,1820.00,0,0,0,0,0,0,0,0,0,74.00,0,0,119,1714.00,0,0,0,0,0,0,99.00,0,102.00,127.00,0,0,112,1825.00,0,0,0,0,0,0,0,0,0,119.00,0,0
156,2026,Annamayya,Gurramkonda,1007024,112,1515.00,0,0,0,0,0,0,0,0,0,117.00,0,0,106,1450.00,0,0,0,0,0,0,0,0,0,112.00,0,0,103,1329.00,0,0,0,0,0,0,50.00,0,51.00,108.00,0,0,113,1595.00,0,0,0,0,0,0,0,0,0,45.00,0,0
157,2026,Annamayya,Gurramkonda,1007025,322,4960.00,0,0,0,0,0,0,0,0,0,36.00,0,0,306,4587.00,0,0,0,0,0,0,0,0,198.00,324.00,0,0,296,4148.00,0,0,0,0,0,0,100.00,0,299.00,315.00,0,0,306,4730.00,0,0,0,0,0,0,0,0,0,325.00,0,0
